Spin ID,Date / Time,Number,Colour,Parity,Range,Table Session, 
6aab067c-8689-4393-bf74-36dc9b04ae8c:82,2026-07-19T17:22:22.120Z,17,Black,odd,low,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:83,2026-07-19T17:23:04.466Z,25,Red,odd,high,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:84,2026-07-19T17:23:43.097Z,20,Black,even,high,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:85,2026-07-19T17:24:28.223Z,2,Black,even,low,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:86,2026-07-19T17:25:05.838Z,16,Red,even,low,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:87,2026-07-19T17:25:53.678Z,7,Red,odd,low,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:88,2026-07-19T17:27:26.362Z,6,Black,even,low,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:89,2026-07-19T17:27:50.795Z,27,Red,odd,high,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:90,2026-07-19T17:28:30.558Z,24,Black,even,high,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:91,2026-07-19T17:29:10.587Z,29,Black,odd,high,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:92,2026-07-19T17:29:49.235Z,20,Black,even,high,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:93,2026-07-19T17:30:32.792Z,8,Black,even,low,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:94,2026-07-19T17:31:15.071Z,36,Red,even,high,6aab067c-8689-4393-bf74-36dc9b04ae8c,
6aab067c-8689-4393-bf74-36dc9b04ae8c:95,2026-07-19T17:31:53.149Z,1,Red,odd,low,6aab067c-8689-4393-bf74-36dc9b04ae8c,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:1,2026-07-19T17:59:22.552Z,18,Red,even,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:2,2026-07-19T17:59:25.006Z,28,Black,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:3,2026-07-19T17:59:26.791Z,30,Red,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:4,2026-07-19T17:59:36.424Z,15,Black,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:5,2026-07-19T18:00:11.204Z,36,Red,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:6,2026-07-19T18:00:52.020Z,35,Black,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:7,2026-07-19T18:01:31.923Z,1,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:8,2026-07-19T18:02:08.061Z,28,Black,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:9,2026-07-19T18:02:45.567Z,10,Black,even,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:10,2026-07-19T18:03:23.446Z,21,Red,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:11,2026-07-19T18:03:58.185Z,3,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:12,2026-07-19T18:04:37.254Z,9,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:13,2026-07-19T18:05:17.294Z,31,Black,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:14,2026-07-19T18:05:55.608Z,27,Red,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:15,2026-07-19T18:06:35.903Z,5,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:16,2026-07-19T18:07:12.850Z,22,Black,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:17,2026-07-19T18:07:50.578Z,22,Black,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:18,2026-07-19T18:08:28.222Z,8,Black,even,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:19,2026-07-19T18:09:06.566Z,19,Red,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:20,2026-07-19T18:09:45.487Z,3,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:21,2026-07-19T18:10:21.315Z,13,Black,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:22,2026-07-19T18:10:56.001Z,24,Black,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:23,2026-07-19T18:11:34.898Z,9,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:24,2026-07-19T18:12:18.033Z,0,Green,Zero,Zero,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:25,2026-07-19T18:13:00.329Z,11,Black,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:26,2026-07-19T18:13:49.339Z,31,Black,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:27,2026-07-19T18:14:28.135Z,9,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:28,2026-07-19T18:15:05.983Z,17,Black,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:29,2026-07-19T18:15:44.928Z,6,Black,even,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:30,2026-07-19T18:16:25.355Z,36,Red,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:31,2026-07-19T18:17:07.280Z,29,Black,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:32,2026-07-19T18:17:46.092Z,15,Black,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:33,2026-07-19T18:18:28.434Z,11,Black,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:34,2026-07-19T18:19:10.729Z,23,Red,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:35,2026-07-19T18:19:49.402Z,32,Red,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:36,2026-07-19T18:20:28.776Z,6,Black,even,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:37,2026-07-19T18:21:10.722Z,12,Red,even,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:38,2026-07-19T18:21:53.266Z,28,Black,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:39,2026-07-19T18:22:31.411Z,9,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:40,2026-07-19T18:23:15.796Z,29,Black,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:41,2026-07-19T18:23:55.680Z,2,Black,even,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:42,2026-07-19T18:24:35.450Z,0,Green,Zero,Zero,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:43,2026-07-19T18:25:18.472Z,15,Black,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:44,2026-07-19T18:26:00.746Z,17,Black,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:45,2026-07-19T18:26:39.480Z,28,Black,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:46,2026-07-19T18:27:20.093Z,29,Black,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:47,2026-07-19T18:28:06.890Z,0,Green,Zero,Zero,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:48,2026-07-19T18:28:43.432Z,5,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:49,2026-07-19T18:29:25.992Z,6,Black,even,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:50,2026-07-19T18:30:06.429Z,3,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:51,2026-07-19T18:30:47.242Z,20,Black,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:52,2026-07-19T18:31:26.295Z,36,Red,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:53,2026-07-19T18:32:07.989Z,31,Black,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:54,2026-07-19T18:32:49.538Z,22,Black,even,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:55,2026-07-19T18:33:29.602Z,35,Black,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:56,2026-07-19T18:34:13.193Z,1,Red,odd,low,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:57,2026-07-19T18:34:53.515Z,27,Red,odd,high,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
a7d0e507-ce23-42f3-aa06-b4de86e580ef:58,2026-07-19T18:35:23.701Z,0,Green,Zero,Zero,a7d0e507-ce23-42f3-aa06-b4de86e580ef,
783ba41d-08fa-4c4e-a980-ff412c964649:1,2026-07-19T20:01:03.093Z,21,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:2,2026-07-19T20:01:05.927Z,20,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:3,2026-07-19T20:01:07.693Z,33,Black,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:4,2026-07-19T20:02:00.875Z,5,Red,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:5,2026-07-19T20:03:04.751Z,20,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:6,2026-07-19T20:04:02.426Z,12,Red,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:7,2026-07-19T20:05:03.022Z,0,Green,Zero,Zero,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:8,2026-07-19T20:06:00.997Z,9,Red,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:9,2026-07-19T20:07:04.964Z,7,Red,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:10,2026-07-19T20:08:01.430Z,8,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:11,2026-07-19T20:09:04.894Z,31,Black,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:12,2026-07-19T20:09:55.803Z,34,Red,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:13,2026-07-19T20:11:08.856Z,20,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:14,2026-07-19T20:12:05.707Z,33,Black,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:15,2026-07-19T20:12:49.808Z,9,Red,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:16,2026-07-19T20:13:48.343Z,1,Red,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:17,2026-07-19T20:14:45.145Z,24,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:18,2026-07-19T20:15:47.865Z,31,Black,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:19,2026-07-19T20:16:45.451Z,13,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:20,2026-07-19T20:17:46.093Z,10,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:21,2026-07-19T20:18:44.270Z,14,Red,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:22,2026-07-19T20:19:46.023Z,19,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:23,2026-07-19T20:20:41.798Z,20,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:24,2026-07-19T20:21:48.461Z,17,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:25,2026-07-19T20:22:44.789Z,30,Red,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:26,2026-07-19T20:23:34.799Z,16,Red,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:27,2026-07-19T20:24:32.474Z,28,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:28,2026-07-19T20:25:28.663Z,28,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:29,2026-07-19T20:26:37.498Z,25,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:30,2026-07-19T20:27:43.759Z,29,Black,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:31,2026-07-19T20:28:26.193Z,36,Red,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:32,2026-07-19T20:29:26.316Z,2,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:33,2026-07-19T20:30:22.704Z,36,Red,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:34,2026-07-19T20:31:23.856Z,2,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:35,2026-07-19T20:32:22.105Z,36,Red,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:36,2026-07-19T20:33:23.462Z,4,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:37,2026-07-19T20:34:39.274Z,4,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:38,2026-07-19T20:35:46.323Z,0,Green,Zero,Zero,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:39,2026-07-19T20:36:17.283Z,6,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:40,2026-07-19T20:37:08.412Z,36,Red,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:41,2026-07-19T20:38:09.674Z,36,Red,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:42,2026-07-19T20:39:03.953Z,24,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:43,2026-07-19T20:40:01.828Z,11,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:44,2026-07-19T20:41:02.224Z,10,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:45,2026-07-19T20:42:06.865Z,5,Red,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:46,2026-07-19T20:42:52.787Z,23,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:47,2026-07-19T20:43:48.350Z,28,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:48,2026-07-19T20:44:46.215Z,17,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:49,2026-07-19T20:45:39.946Z,21,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:50,2026-07-19T20:46:34.041Z,27,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:51,2026-07-19T20:47:30.396Z,28,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:52,2026-07-19T20:48:26.404Z,2,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:53,2026-07-19T20:49:21.577Z,9,Red,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:54,2026-07-19T20:50:16.767Z,10,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:55,2026-07-19T20:51:20.967Z,8,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:56,2026-07-19T20:52:08.018Z,9,Red,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:57,2026-07-19T20:53:08.213Z,15,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:58,2026-07-19T20:54:00.705Z,2,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:59,2026-07-19T20:55:08.663Z,4,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:60,2026-07-19T20:55:55.520Z,25,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:61,2026-07-19T20:56:46.846Z,29,Black,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:62,2026-07-19T20:58:04.018Z,15,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:63,2026-07-19T20:58:41.162Z,15,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:64,2026-07-19T20:59:35.498Z,15,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:65,2026-07-19T21:00:39.412Z,2,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:66,2026-07-19T21:01:31.232Z,7,Red,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:67,2026-07-19T21:02:30.065Z,15,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:68,2026-07-19T21:03:44.973Z,19,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:69,2026-07-19T21:04:32.787Z,27,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:70,2026-07-19T21:05:13.526Z,33,Black,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:71,2026-07-19T21:06:23.768Z,21,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:72,2026-07-19T21:07:26.439Z,21,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:73,2026-07-19T21:08:16.309Z,31,Black,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:74,2026-07-19T21:08:57.771Z,31,Black,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:75,2026-07-19T21:09:55.979Z,8,Black,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:76,2026-07-19T21:10:48.507Z,24,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:77,2026-07-19T21:11:53.638Z,19,Red,odd,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:78,2026-07-19T21:12:54.118Z,30,Red,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:79,2026-07-19T21:13:51.644Z,13,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:80,2026-07-19T21:14:51.411Z,28,Black,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:81,2026-07-19T21:15:50.567Z,36,Red,even,high,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:82,2026-07-19T21:16:50.051Z,17,Black,odd,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:83,2026-07-19T21:17:48.889Z,16,Red,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:84,2026-07-19T21:18:49.303Z,16,Red,even,low,783ba41d-08fa-4c4e-a980-ff412c964649,
783ba41d-08fa-4c4e-a980-ff412c964649:85,2026-07-19T21:19:49.798Z,0,Green,Zero,Zero,783ba41d-08fa-4c4e-a980-ff412c964649,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:1,2026-07-19T22:09:05.738Z,20,Black,even,high,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:2,2026-07-19T22:09:07.286Z,6,Black,even,low,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:3,2026-07-19T22:09:08.713Z,20,Black,even,high,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:4,2026-07-19T22:09:58.033Z,28,Black,even,high,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:5,2026-07-19T22:10:58.610Z,18,Red,even,low,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:6,2026-07-19T22:11:56.854Z,24,Black,even,high,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:7,2026-07-19T22:12:59.306Z,29,Black,odd,high,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:8,2026-07-19T22:13:59.209Z,30,Red,even,high,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:9,2026-07-19T22:14:56.323Z,15,Black,odd,low,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:10,2026-07-19T22:16:13.809Z,32,Red,even,high,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
3ac6cd24-9ed3-4f82-8192-af6948fd3ff0:11,2026-07-19T22:17:05.654Z,6,Black,even,low,3ac6cd24-9ed3-4f82-8192-af6948fd3ff0,
